"filename", "language", "Log", "YAML", "Markdown", "JSON with Comments", "TypeScript", "JSON", "TypeScript JSX", "PostCSS", "MS SQL", "JavaScript", "Skill", "comment", "blank", "total"
"c:\Dev\Empreinte Fiscale\src\components\simulations\ComparisonView.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 178, 0, 0, 0, 0, 10, 13, 201
"c:\Dev\Empreinte Fiscale\src\components\simulations\CustomSimulationForm.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 323, 0, 0, 0, 0, 10, 31, 364
"c:\Dev\Empreinte Fiscale\src\components\simulations\DeltaSummary.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 231, 0, 0, 0, 0, 12, 23, 266
"c:\Dev\Empreinte Fiscale\src\components\simulations\ExportMenu.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 170, 0, 0, 0, 0, 11, 14, 195
"c:\Dev\Empreinte Fiscale\src\components\simulations\HistoricalReplay.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 138, 0, 0, 0, 0, 10, 17, 165
"c:\Dev\Empreinte Fiscale\src\components\simulations\InternationalComparison.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 127, 0, 0, 0, 0, 7, 17, 151
"c:\Dev\Empreinte Fiscale\src\components\simulations\ScenarioSelector.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 149, 0, 0, 0, 0, 9, 15, 173
"c:\Dev\Empreinte Fiscale\src\components\simulations\ShareModal.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 245, 0, 0, 0, 0, 12, 17, 274
"c:\Dev\Empreinte Fiscale\src\components\simulations\SimulationHistoryList.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 170, 0, 0, 0, 0, 9, 17, 196
"c:\Dev\Empreinte Fiscale\src\components\social\FriendCard.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 148, 0, 0, 0, 0, 7, 14, 169
"c:\Dev\Empreinte Fiscale\src\components\social\FriendComparisonCard.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 154, 0, 0, 0, 0, 7, 14, 175
"c:\Dev\Empreinte Fiscale\src\components\social\FriendInviteModal.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 181, 0, 0, 0, 0, 4, 16, 201
"c:\Dev\Empreinte Fiscale\src\components\social\FriendRequestCard.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 102, 0, 0, 0, 0, 6, 12, 120
"c:\Dev\Empreinte Fiscale\src\components\social\GroupCard.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 138, 0, 0, 0, 0, 6, 14, 158
"c:\Dev\Empreinte Fiscale\src\components\social\GroupComparisonTable.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 216, 0, 0, 0, 0, 5, 18, 239
"c:\Dev\Empreinte Fiscale\src\components\social\GroupStatsPanel.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 142, 0, 0, 0, 0, 12, 15, 169
"c:\Dev\Empreinte Fiscale\src\components\social\LeaderboardTable.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 120, 0, 0, 0, 0, 4, 9, 133
"c:\Dev\Empreinte Fiscale\src\components\social\PercentileBadge.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 84, 0, 0, 0, 0, 4, 12, 100
"c:\Dev\Empreinte Fiscale\src\components\social\SharingLevelSelector.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 79, 0, 0, 0, 0, 4, 6, 89
"c:\Dev\Empreinte Fiscale\src\components\ui\alert-dialog.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 127, 0, 0, 0, 0, 0, 15, 142
"c:\Dev\Empreinte Fiscale\src\components\ui\button.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 51, 0, 0, 0, 0, 0, 6, 57
"c:\Dev\Empreinte Fiscale\src\components\ui\checkbox.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 3, 28
"c:\Dev\Empreinte Fiscale\src\components\ui\dialog.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 109, 0, 0, 0, 0, 0, 14, 123
"c:\Dev\Empreinte Fiscale\src\components\ui\input.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 4, 25
"c:\Dev\Empreinte Fiscale\src\components\ui\label.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 4, 24
"c:\Dev\Empreinte Fiscale\src\components\ui\select.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 145, 0, 0, 0, 0, 0, 13, 158
"c:\Dev\Empreinte Fiscale\src\components\ui\sheet.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 125, 0, 0, 0, 0, 0, 16, 141
"c:\Dev\Empreinte Fiscale\src\components\ui\tooltip.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 8, 31
"c:\Dev\Empreinte Fiscale\src\components\upload\ConsentDialog.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 58, 0, 0, 0, 0, 0, 8, 66
"c:\Dev\Empreinte Fiscale\src\components\upload\DocumentPreview.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 48, 0, 0, 0, 0, 3, 8, 59
"c:\Dev\Empreinte Fiscale\src\components\upload\UploadZone.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 129, 0, 0, 0, 0, 2, 18, 149
"c:\Dev\Empreinte Fiscale\src\components\upload\ValidationForm.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 4, 13, 167
"c:\Dev\Empreinte Fiscale\src\components\visualizations\SankeyChart.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 161, 0, 0, 0, 0, 3, 28, 192
"c:\Dev\Empreinte Fiscale\src\components\visualizations\TreemapChart.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 81, 0, 0, 0, 0, 0, 18, 99
"c:\Dev\Empreinte Fiscale\src\components\wizard\Step1Situation.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 111, 0, 0, 0, 0, 5, 10, 126
"c:\Dev\Empreinte Fiscale\src\components\wizard\Step2Revenus.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 141, 0, 0, 0, 0, 7, 12, 160
"c:\Dev\Empreinte Fiscale\src\components\wizard\Step3Patrimoine.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 218, 0, 0, 0, 0, 6, 17, 241
"c:\Dev\Empreinte Fiscale\src\components\wizard\Step4Consommation.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 387, 0, 0, 0, 0, 5, 31, 423
"c:\Dev\Empreinte Fiscale\src\components\wizard\Step5FamilleServices.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 417, 0, 0, 0, 0, 6, 28, 451
"c:\Dev\Empreinte Fiscale\src\components\wizard\WizardProgress.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 67, 0, 0, 0, 0, 5, 7, 79
"c:\Dev\Empreinte Fiscale\src\components\wrapped\ThemeSelector.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 65, 0, 0, 0, 0, 6, 7, 78
"c:\Dev\Empreinte Fiscale\src\components\wrapped\WrappedAnimation.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 103, 0, 0, 0, 0, 9, 17, 129
"c:\Dev\Empreinte Fiscale\src\components\wrapped\WrappedControls.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 93, 0, 0, 0, 0, 6, 10, 109
"c:\Dev\Empreinte Fiscale\src\components\wrapped\WrappedScene.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 250, 0, 0, 0, 0, 4, 17, 271
"c:\Dev\Empreinte Fiscale\src\jobs\dailyFactsNotification.ts", "TypeScript", 0, 0, 0, 0, 108, 0, 0, 0, 0, 0, 0, 9, 22, 139
"c:\Dev\Empreinte Fiscale\src\jobs\monthlyScoreAggregation.ts", "TypeScript", 0, 0, 0, 0, 128, 0, 0, 0, 0, 0, 0, 11, 22, 161
"c:\Dev\Empreinte Fiscale\src\jobs\referentielPipeline.ts", "TypeScript", 0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 36, 12, 91
"c:\Dev\Empreinte Fiscale\src\jobs\streakReminder.ts", "TypeScript", 0, 0, 0, 0, 53, 0, 0, 0, 0, 0, 0, 6, 12, 71
"c:\Dev\Empreinte Fiscale\src\jobs\weeklyDigest.ts", "TypeScript", 0, 0, 0, 0, 108, 0, 0, 0, 0, 0, 0, 9, 22, 139
"c:\Dev\Empreinte Fiscale\src\lib\auth.ts", "TypeScript", 0, 0, 0, 0, 126, 0, 0, 0, 0, 0, 0, 8, 13, 147
"c:\Dev\Empreinte Fiscale\src\lib\featureFlags.ts", "TypeScript", 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 37, 13, 86
"c:\Dev\Empreinte Fiscale\src\lib\prisma.ts", "TypeScript", 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 4, 14
"c:\Dev\Empreinte Fiscale\src\lib\rateLimit.ts", "TypeScript", 0, 0, 0, 0, 66, 0, 0, 0, 0, 0, 0, 29, 16, 111
"c:\Dev\Empreinte Fiscale\src\lib\utils.ts", "TypeScript", 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 2, 7
"c:\Dev\Empreinte Fiscale\src\middleware.ts", "TypeScript", 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 5, 11, 47
"c:\Dev\Empreinte Fiscale\src\modules\ai\chat.ts", "TypeScript", 0, 0, 0, 0, 170, 0, 0, 0, 0, 0, 0, 73, 57, 300
"c:\Dev\Empreinte Fiscale\src\modules\ai\context.ts", "TypeScript", 0, 0, 0, 0, 242, 0, 0, 0, 0, 0, 0, 42, 37, 321
"c:\Dev\Empreinte Fiscale\src\modules\ai\encryption.ts", "TypeScript", 0, 0, 0, 0, 65, 0, 0, 0, 0, 0, 0, 49, 24, 138
"c:\Dev\Empreinte Fiscale\src\modules\ai\ocr.ts", "TypeScript", 0, 0, 0, 0, 357, 0, 0, 0, 0, 0, 0, 68, 51, 476
"c:\Dev\Empreinte Fiscale\src\modules\ai\providers\anthropic.ts", "TypeScript", 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 0, 21, 24, 195
"c:\Dev\Empreinte Fiscale\src\modules\ai\providers\custom.ts", "TypeScript", 0, 0, 0, 0, 167, 0, 0, 0, 0, 0, 0, 24, 26, 217
"c:\Dev\Empreinte Fiscale\src\modules\ai\providers\google.ts", "TypeScript", 0, 0, 0, 0, 174, 0, 0, 0, 0, 0, 0, 26, 30, 230
"c:\Dev\Empreinte Fiscale\src\modules\ai\providers\mistral.ts", "TypeScript", 0, 0, 0, 0, 153, 0, 0, 0, 0, 0, 0, 23, 27, 203
"c:\Dev\Empreinte Fiscale\src\modules\ai\providers\openai.ts", "TypeScript", 0, 0, 0, 0, 165, 0, 0, 0, 0, 0, 0, 24, 28, 217
"c:\Dev\Empreinte Fiscale\src\modules\ai\rateLimit.ts", "TypeScript", 0, 0, 0, 0, 221, 0, 0, 0, 0, 0, 0, 62, 40, 323
"c:\Dev\Empreinte Fiscale\src\modules\ai\service.ts", "TypeScript", 0, 0, 0, 0, 223, 0, 0, 0, 0, 0, 0, 38, 37, 298
"c:\Dev\Empreinte Fiscale\src\modules\ai\types.ts", "TypeScript", 0, 0, 0, 0, 158, 0, 0, 0, 0, 0, 0, 4, 10, 172
"c:\Dev\Empreinte Fiscale\src\modules\ai\usage.ts", "TypeScript", 0, 0, 0, 0, 218, 0, 0, 0, 0, 0, 0, 67, 63, 348
"c:\Dev\Empreinte Fiscale\src\modules\animations\sceneBuilder.ts", "TypeScript", 0, 0, 0, 0, 425, 0, 0, 0, 0, 0, 0, 55, 42, 522
"c:\Dev\Empreinte Fiscale\src\modules\animations\types.ts", "TypeScript", 0, 0, 0, 0, 85, 0, 0, 0, 0, 0, 0, 4, 11, 100
"c:\Dev\Empreinte Fiscale\src\modules\auth\index.ts", "TypeScript", 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 1, 1, 4
"c:\Dev\Empreinte Fiscale\src\modules\auth\password.ts", "TypeScript", 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 6, 4, 18
"c:\Dev\Empreinte Fiscale\src\modules\auth\rateLimit.ts", "TypeScript", 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 15, 12, 59
"c:\Dev\Empreinte Fiscale\src\modules\auth\tokens.ts", "TypeScript", 0, 0, 0, 0, 65, 0, 0, 0, 0, 0, 0, 28, 17, 110
"c:\Dev\Empreinte Fiscale\src\modules\decouverte\profiles.ts", "TypeScript", 0, 0, 0, 0, 409, 0, 0, 0, 0, 0, 0, 4, 6, 419
"c:\Dev\Empreinte Fiscale\src\modules\documents\cleanup.ts", "TypeScript", 0, 0, 0, 0, 72, 0, 0, 0, 0, 0, 0, 35, 16, 123
"c:\Dev\Empreinte Fiscale\src\modules\documents\hooks\useDocumentUpload.ts", "TypeScript", 0, 0, 0, 0, 125, 0, 0, 0, 0, 0, 0, 8, 26, 159
"c:\Dev\Empreinte Fiscale\src\modules\documents\patterns.ts", "TypeScript", 0, 0, 0, 0, 142, 0, 0, 0, 0, 0, 0, 12, 15, 169
"c:\Dev\Empreinte Fiscale\src\modules\documents\service.ts", "TypeScript", 0, 0, 0, 0, 134, 0, 0, 0, 0, 0, 0, 30, 20, 184
"c:\Dev\Empreinte Fiscale\src\modules\documents\types.ts", "TypeScript", 0, 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 7, 11, 64
"c:\Dev\Empreinte Fiscale\src\modules\gamification\badges.ts", "TypeScript", 0, 0, 0, 0, 157, 0, 0, 0, 0, 0, 0, 37, 31, 225
"c:\Dev\Empreinte Fiscale\src\modules\gamification\challenges.ts", "TypeScript", 0, 0, 0, 0, 187, 0, 0, 0, 0, 0, 0, 32, 36, 255
"c:\Dev\Empreinte Fiscale\src\modules\gamification\events.ts", "TypeScript", 0, 0, 0, 0, 63, 0, 0, 0, 0, 0, 0, 23, 14, 100
"c:\Dev\Empreinte Fiscale\src\modules\gamification\service.ts", "TypeScript", 0, 0, 0, 0, 113, 0, 0, 0, 0, 0, 0, 36, 22, 171
"c:\Dev\Empreinte Fiscale\src\modules\gamification\streak.ts", "TypeScript", 0, 0, 0, 0, 191, 0, 0, 0, 0, 0, 0, 35, 33, 259
"c:\Dev\Empreinte Fiscale\src\modules\gamification\suggestions.ts", "TypeScript", 0, 0, 0, 0, 175, 0, 0, 0, 0, 0, 0, 43, 38, 256
"c:\Dev\Empreinte Fiscale\src\modules\gamification\types.ts", "TypeScript", 0, 0, 0, 0, 92, 0, 0, 0, 0, 0, 0, 5, 15, 112
"c:\Dev\Empreinte Fiscale\src\modules\gamification\xp.ts", "TypeScript", 0, 0, 0, 0, 96, 0, 0, 0, 0, 0, 0, 49, 25, 170
"c:\Dev\Empreinte Fiscale\src\modules\journal\aggregations.ts", "TypeScript", 0, 0, 0, 0, 135, 0, 0, 0, 0, 0, 0, 45, 27, 207
"c:\Dev\Empreinte Fiscale\src\modules\journal\hooks\useJournal.ts", "TypeScript", 0, 0, 0, 0, 132, 0, 0, 0, 0, 0, 0, 13, 29, 174
"c:\Dev\Empreinte Fiscale\src\modules\journal\service.ts", "TypeScript", 0, 0, 0, 0, 165, 0, 0, 0, 0, 0, 0, 48, 21, 234
"c:\Dev\Empreinte Fiscale\src\modules\journal\taxRates.ts", "TypeScript", 0, 0, 0, 0, 91, 0, 0, 0, 0, 0, 0, 39, 14, 144
"c:\Dev\Empreinte Fiscale\src\modules\journal\types.ts", "TypeScript", 0, 0, 0, 0, 61, 0, 0, 0, 0, 0, 0, 24, 11, 96
"c:\Dev\Empreinte Fiscale\src\modules\notifications\channels\email.ts", "TypeScript", 0, 0, 0, 0, 189, 0, 0, 0, 0, 0, 0, 32, 18, 239
"c:\Dev\Empreinte Fiscale\src\modules\notifications\channels\inApp.ts", "TypeScript", 0, 0, 0, 0, 111, 0, 0, 0, 0, 0, 0, 23, 13, 147
"c:\Dev\Empreinte Fiscale\src\modules\notifications\channels\push.ts", "TypeScript", 0, 0, 0, 0, 94, 0, 0, 0, 0, 0, 0, 62, 23, 179
"c:\Dev\Empreinte Fiscale\src\modules\notifications\generators\dailyFact.ts", "TypeScript", 0, 0, 0, 0, 138, 0, 0, 0, 0, 0, 0, 35, 32, 205
"c:\Dev\Empreinte Fiscale\src\modules\notifications\generators\eventTriggered.ts", "TypeScript", 0, 0, 0, 0, 277, 0, 0, 0, 0, 0, 0, 50, 46, 373
"c:\Dev\Empreinte Fiscale\src\modules\notifications\generators\fiscalAlert.ts", "TypeScript", 0, 0, 0, 0, 221, 0, 0, 0, 0, 0, 0, 39, 38, 298
"c:\Dev\Empreinte Fiscale\src\modules\notifications\generators\weeklyDigest.ts", "TypeScript", 0, 0, 0, 0, 270, 0, 0, 0, 0, 0, 0, 51, 48, 369
"c:\Dev\Empreinte Fiscale\src\modules\notifications\personalization.ts", "TypeScript", 0, 0, 0, 0, 135, 0, 0, 0, 0, 0, 0, 45, 29, 209
"c:\Dev\Empreinte Fiscale\src\modules\notifications\scheduling.ts", "TypeScript", 0, 0, 0, 0, 168, 0, 0, 0, 0, 0, 0, 60, 26, 254
"c:\Dev\Empreinte Fiscale\src\modules\notifications\service.ts", "TypeScript", 0, 0, 0, 0, 200, 0, 0, 0, 0, 0, 0, 40, 36, 276
"c:\Dev\Empreinte Fiscale\src\modules\notifications\templates.ts", "TypeScript", 0, 0, 0, 0, 110, 0, 0, 0, 0, 0, 0, 14, 15, 139
"c:\Dev\Empreinte Fiscale\src\modules\notifications\types.ts", "TypeScript", 0, 0, 0, 0, 80, 0, 0, 0, 0, 0, 0, 3, 12, 95
"c:\Dev\Empreinte Fiscale\src\modules\pedagogie\detailPanelData.ts", "TypeScript", 0, 0, 0, 0, 359, 0, 0, 0, 0, 0, 0, 4, 15, 378
"c:\Dev\Empreinte Fiscale\src\modules\pedagogie\glossaire.ts", "TypeScript", 0, 0, 0, 0, 193, 0, 0, 0, 0, 0, 0, 3, 24, 220
"c:\Dev\Empreinte Fiscale\src\modules\profil\index.ts", "TypeScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 3
"c:\Dev\Empreinte Fiscale\src\modules\profil\types.ts", "TypeScript", 0, 0, 0, 0, 127, 0, 0, 0, 0, 0, 0, 13, 23, 163
"c:\Dev\Empreinte Fiscale\src\modules\quiz\personalization.ts", "TypeScript", 0, 0, 0, 0, 257, 0, 0, 0, 0, 0, 0, 47, 36, 340
"c:\Dev\Empreinte Fiscale\src\modules\quiz\questions.ts", "TypeScript", 0, 0, 0, 0, 288, 0, 0, 0, 0, 0, 0, 4, 20, 312
"c:\Dev\Empreinte Fiscale\src\modules\quiz\templates.ts", "TypeScript", 0, 0, 0, 0, 200, 0, 0, 0, 0, 0, 0, 16, 11, 227
"c:\Dev\Empreinte Fiscale\src\modules\referentiel\automation\parsers.ts", "TypeScript", 0, 0, 0, 0, 312, 0, 0, 0, 0, 0, 0, 37, 40, 389
"c:\Dev\Empreinte Fiscale\src\modules\referentiel\automation\pipeline.ts", "TypeScript", 0, 0, 0, 0, 313, 0, 0, 0, 0, 0, 0, 65, 40, 418
"c:\Dev\Empreinte Fiscale\src\modules\referentiel\automation\sources\datagouv.ts", "TypeScript", 0, 0, 0, 0, 201, 0, 0, 0, 0, 0, 0, 39, 43, 283
"c:\Dev\Empreinte Fiscale\src\modules\referentiel\automation\sources\insee.ts", "TypeScript", 0, 0, 0, 0, 161, 0, 0, 0, 0, 0, 0, 29, 23, 213
"c:\Dev\Empreinte Fiscale\src\modules\referentiel\automation\sources\legifrance.ts", "TypeScript", 0, 0, 0, 0, 202, 0, 0, 0, 0, 0, 0, 35, 31, 268
"c:\Dev\Empreinte Fiscale\src\modules\referentiel\automation\types.ts", "TypeScript", 0, 0, 0, 0, 122, 0, 0, 0, 0, 0, 0, 36, 11, 169
"c:\Dev\Empreinte Fiscale\src\modules\referentiel\index.ts", "TypeScript", 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 1, 1, 4
"c:\Dev\Empreinte Fiscale\src\modules\referentiel\service.test.ts", "TypeScript", 0, 0, 0, 0, 118, 0, 0, 0, 0, 0, 0, 3, 20, 141
"c:\Dev\Empreinte Fiscale\src\modules\referentiel\service.ts", "TypeScript", 0, 0, 0, 0, 211, 0, 0, 0, 0, 0, 0, 46, 33, 290
"c:\Dev\Empreinte Fiscale\src\modules\referentiel\types.ts", "TypeScript", 0, 0, 0, 0, 93, 0, 0, 0, 0, 0, 0, 2, 12, 107
"c:\Dev\Empreinte Fiscale\src\modules\score\__tests__\calculPaye.test.ts", "TypeScript", 0, 0, 0, 0, 250, 0, 0, 0, 0, 0, 0, 2, 36, 288
"c:\Dev\Empreinte Fiscale\src\modules\score\__tests__\calculRecu.test.ts", "TypeScript", 0, 0, 0, 0, 249, 0, 0, 0, 0, 0, 0, 5, 35, 289
"c:\Dev\Empreinte Fiscale\src\modules\score\__tests__\index.test.ts", "TypeScript", 0, 0, 0, 0, 305, 0, 0, 0, 0, 0, 0, 5, 28, 338
"c:\Dev\Empreinte Fiscale\src\modules\score\__tests__\scoreConfiance.test.ts", "TypeScript", 0, 0, 0, 0, 283, 0, 0, 0, 0, 0, 0, 1, 45, 329
"c:\Dev\Empreinte Fiscale\src\modules\score\__tests__\validation.test.ts", "TypeScript", 0, 0, 0, 0, 220, 0, 0, 0, 0, 0, 0, 0, 30, 250
"c:\Dev\Empreinte Fiscale\src\modules\score\calculPaye.ts", "TypeScript", 0, 0, 0, 0, 226, 0, 0, 0, 0, 0, 0, 55, 55, 336
"c:\Dev\Empreinte Fiscale\src\modules\score\calculRecu.ts", "TypeScript", 0, 0, 0, 0, 89, 0, 0, 0, 0, 0, 0, 16, 15, 120
"c:\Dev\Empreinte Fiscale\src\modules\score\history.ts", "TypeScript", 0, 0, 0, 0, 272, 0, 0, 0, 0, 0, 0, 37, 36, 345
"c:\Dev\Empreinte Fiscale\src\modules\score\index.ts", "TypeScript", 0, 0, 0, 0, 83, 0, 0, 0, 0, 0, 0, 12, 12, 107
"c:\Dev\Empreinte Fiscale\src\modules\score\scoreConfiance.ts", "TypeScript", 0, 0, 0, 0, 247, 0, 0, 0, 0, 0, 0, 33, 42, 322
"c:\Dev\Empreinte Fiscale\src\modules\score\trends.ts", "TypeScript", 0, 0, 0, 0, 430, 0, 0, 0, 0, 0, 0, 53, 77, 560
"c:\Dev\Empreinte Fiscale\src\modules\score\types.ts", "TypeScript", 0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 1, 11, 64
"c:\Dev\Empreinte Fiscale\src\modules\score\validation.ts", "TypeScript", 0, 0, 0, 0, 69, 0, 0, 0, 0, 0, 0, 19, 13, 101
"c:\Dev\Empreinte Fiscale\src\modules\simulations\scenarios.ts", "TypeScript", 0, 0, 0, 0, 203, 0, 0, 0, 0, 0, 0, 25, 28, 256
"c:\Dev\Empreinte Fiscale\src\modules\simulations\service.ts", "TypeScript", 0, 0, 0, 0, 322, 0, 0, 0, 0, 0, 0, 35, 29, 386
"c:\Dev\Empreinte Fiscale\src\modules\simulations\types.ts", "TypeScript", 0, 0, 0, 0, 85, 0, 0, 0, 0, 0, 0, 28, 16, 129
"c:\Dev\Empreinte Fiscale\src\modules\social\friends\service.ts", "TypeScript", 0, 0, 0, 0, 331, 0, 0, 0, 0, 0, 0, 73, 52, 456
"c:\Dev\Empreinte Fiscale\src\modules\social\friends\types.ts", "TypeScript", 0, 0, 0, 0, 77, 0, 0, 0, 0, 0, 0, 7, 11, 95
"c:\Dev\Empreinte Fiscale\src\modules\social\groups\service.ts", "TypeScript", 0, 0, 0, 0, 488, 0, 0, 0, 0, 0, 0, 73, 85, 646
"c:\Dev\Empreinte Fiscale\src\modules\social\groups\types.ts", "TypeScript", 0, 0, 0, 0, 89, 0, 0, 0, 0, 0, 0, 4, 9, 102
"c:\Dev\Empreinte Fiscale\src\modules\social\leaderboard\service.ts", "TypeScript", 0, 0, 0, 0, 211, 0, 0, 0, 0, 0, 0, 36, 37, 284
"c:\Dev\Empreinte Fiscale\src\modules\social\leaderboard\types.ts", "TypeScript", 0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 4, 7, 54
"c:\Dev\Empreinte Fiscale\src\modules\tickets\extraction.ts", "TypeScript", 0, 0, 0, 0, 224, 0, 0, 0, 0, 0, 0, 79, 45, 348
"c:\Dev\Empreinte Fiscale\src\modules\tickets\hooks\useTicketScan.ts", "TypeScript", 0, 0, 0, 0, 104, 0, 0, 0, 0, 0, 0, 8, 23, 135
"c:\Dev\Empreinte Fiscale\src\modules\tickets\ocr.ts", "TypeScript", 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 30, 8, 68
"c:\Dev\Empreinte Fiscale\src\modules\tickets\types.ts", "TypeScript", 0, 0, 0, 0, 72, 0, 0, 0, 0, 0, 0, 32, 13, 117
"c:\Dev\Empreinte Fiscale\src\modules\wrapped\generator.ts", "TypeScript", 0, 0, 0, 0, 293, 0, 0, 0, 0, 0, 0, 39, 40, 372
"c:\Dev\Empreinte Fiscale\src\modules\wrapped\types.ts", "TypeScript", 0, 0, 0, 0, 70, 0, 0, 0, 0, 0, 0, 10, 13, 93
"c:\Dev\Empreinte Fiscale\src\types\next-auth.d.ts", "TypeScript", 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 4, 33
"c:\Dev\Empreinte Fiscale\tailwind.config.ts", "TypeScript", 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 3, 3, 45
"c:\Dev\Empreinte Fiscale\tests\TESTING_GUIDE.md", "Markdown", 0, 0, 472, 0, 0, 0, 0, 0, 0, 0, 0, 0, 122, 594
"c:\Dev\Empreinte Fiscale\tests\e2e\homepage.spec.ts", "TypeScript", 0, 0, 0, 0, 45, 0, 0, 0, 0, 0, 0, 7, 15, 67
"c:\Dev\Empreinte Fiscale\tests\gamification\events.test.ts", "TypeScript", 0, 0, 0, 0, 130, 0, 0, 0, 0, 0, 0, 14, 34, 178
"c:\Dev\Empreinte Fiscale\tests\gamification\streak.test.ts", "TypeScript", 0, 0, 0, 0, 158, 0, 0, 0, 0, 0, 0, 12, 52, 222
"c:\Dev\Empreinte Fiscale\tsconfig.json", "JSON with Comments", 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 1, 35
"c:\Dev\Empreinte Fiscale\vercel.json", "JSON", 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 1, 34
"c:\Dev\Empreinte Fiscale\vitest.config.ts", "TypeScript", 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 2, 19
"Total", "-", 18, 9, 14750, 46, 24963, 12143, 20567, 33, 408, 11, 3346, 4996, 13191, 94481
